prodi,jenis_kelamin,status_pegawai,ips_1,ips_2,ips_3,ips_4,ips_5,ips_6,ips_7,ips_8,IPK,sks_mk,lama_studi,lulus_tepat_waktu,angkatan,lulus_umur,umur
Teknik Industri,Laki-laki,Tidak bekerja,3.17111111111111,3.07142857142857,2.94125,3.1575,3.30666666666667,3.50111111111111,3.82142857142857,4,3.37131200396825,146,3,Tepat waktu,2015,23,20
Teknik Industri,Perempuan,Bekerja,3.36222222222222,3.32428571428571,2.92,3.25,3.19555555555556,3.37625,3.71571428571429,3.75,3.36175347222222,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.41888888888889,3.50285714285714,3.36222222222222,3.8125,3.69555555555556,3.75,3.89285714285714,4,3.67936011904762,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Tidak bekerja,2.94666666666667,3.18142857142857,3.00222222222222,3.125,3.27888888888889,3.5,3.67857142857143,3.75,3.30784722222222,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Bekerja,3.28,3.43,3.03111111111111,3.25125,3.50222222222222,3.2525,3.82142857142857,3.75,3.41481398809524,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Bekerja,3.25333333333333,3.39428571428571,3.11444444444444,3.22,3.58444444444444,3.5,3.60714285714286,3.75,3.42795634920635,146,3,Tepat waktu,2015,25,22
Teknik Industri,Laki-laki,Bekerja,3.05666666666667,3.32428571428571,3.00444444444444,3.005,3.30777777777778,3.03,3.585,3.5,3.22664682539683,146,6,Tidak tepat waktu,2015,27,21
Teknik Industri,Laki-laki,Bekerja,2.86555555555556,3.25285714285714,3.08555555555556,2.90875,3.11555555555556,3.09375,3.57142857142857,3.75,3.20543154761905,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.22444444444444,3.25428571428571,3.08444444444444,2.94125,3.41888888888889,3.28125,3.82142857142857,3.5,3.31574900793651,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Tidak bekerja,3.05888888888889,3.28857142857143,3.05777777777778,3.28375,3.44555555555556,2.93875,3.60714285714286,3.75,3.30380456349206,146,6,Tidak tepat waktu,2015,27,21
Teknik Industri,Laki-laki,Bekerja,3.25111111111111,3.32285714285714,3.25111111111111,3.53125,3.66777777777778,3.345,3.78571428571429,3.75,3.48810267857143,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Tidak bekerja,2.94777777777778,3.32285714285714,2.80888888888889,3.19125,3.00222222222222,3.035,3.57285714285714,3.5,3.1726066468254,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Bekerja,3.14,3.43,3.17,3.34625,3.55555555555556,3.75,3.85714285714286,4,3.5311185515873,146,3,Tepat waktu,2015,39,36
Teknik Industri,Laki-laki,Bekerja,2.92,3.14714285714286,2.86444444444444,3.19125,3.58333333333333,3.25375,3.64428571428571,3.75,3.29427579365079,146,3,Tepat waktu,2015,30,27
Teknik Industri,Laki-laki,Bekerja,2.94888888888889,3.18142857142857,3.08444444444444,3.035,3.00111111111111,2.97125,3.57285714285714,3.75,3.19312251984127,146,6,Tidak tepat waktu,2015,30,24
Teknik Industri,Laki-laki,Bekerja,3.08555555555556,3.43,3.08444444444444,3.47,3.36333333333333,3.315,3.71428571428571,4,3.43282738095238,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Bekerja,2.97333333333333,3.14571428571429,2.75111111111111,2.9075,3.41888888888889,3.28375,3.57285714285714,3,3.1316443452381,146,3,Tepat waktu,2015,25,22
Teknik Industri,Laki-laki,Bekerja,3.33555555555556,3.35857142857143,3.03111111111111,3.40875,3.25222222222222,3.12625,3.67857142857143,3.75,3.36762896825397,146,3,Tepat waktu,2015,29,26
Teknik Industri,Laki-laki,Bekerja,3.11444444444444,3.21571428571429,3.22555555555556,2.97375,3.28,3.1275,3.43,3.75,3.26462053571429,146,3,Tepat waktu,2015,28,25
Teknik Industri,Laki-laki,Bekerja,3.52777777777778,3.39285714285714,3.30888888888889,3.4075,3.55666666666667,3.625,3.71428571428571,3.75,3.53537202380952,146,3,Tepat waktu,2015,29,26
Teknik Industri,Laki-laki,Bekerja,3.55555555555556,3.57142857142857,3.27888888888889,3.6875,3.52777777777778,3.43875,3.78571428571429,4,3.60570188492064,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Bekerja,3.39222222222222,3.57285714285714,3.39,3.6875,3.80555555555556,3.875,3.96428571428571,4,3.71092757936508,146,3,Tepat waktu,2015,43,40
Teknik Industri,Laki-laki,Bekerja,3.44444444444444,3.46428571428571,3.19888888888889,3.62625,3.58333333333333,3.56375,3.78571428571429,4,3.58333333333333,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,2.97444444444444,3.28857142857143,2.94666666666667,3.1575,3.41777777777778,3.47,3.82142857142857,3.75,3.35329861111111,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Bekerja,2.94666666666667,3.32285714285714,2.67111111111111,3.1575,3.22444444444444,3.4375,3.67857142857143,3.75,3.27358134920635,146,3,Tepat waktu,2015,25,22
Teknik Industri,Laki-laki,Bekerja,3.25111111111111,3.28857142857143,3.16777777777778,3.37625,3.36333333333333,3.5625,3.67857142857143,3.5,3.39851438492064,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Bekerja,3.64,3.57142857142857,3.39111111111111,3.6575,3.55555555555556,3.625,3.82142857142857,3.75,3.62650297619048,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Bekerja,2.97555555555556,3.21571428571429,2.86444444444444,3.16,3.28,3.09625,3.57285714285714,3,3.14560267857143,146,3,Tepat waktu,2015,25,22
Teknik Industri,Perempuan,Bekerja,3.27888888888889,3.57285714285714,3.28,3.40625,3.55555555555556,3.78125,3.78571428571429,3.75,3.55131448412698,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Bekerja,3.41666666666667,3.39428571428571,3.16888888888889,3.50125,3.69444444444444,3.78125,3.89285714285714,4,3.60620535714286,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.05666666666667,3.17857142857143,3.14222222222222,3.1575,3.30666666666667,3.37625,3.67857142857143,3.75,3.3308060515873,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.08555555555556,3.11142857142857,2.75111111111111,3.18875,3.33555555555556,2.97125,3.57285714285714,3.75,3.22081349206349,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Tidak bekerja,3.19666666666667,3.10714285714286,2.86222222222222,2.94125,3.36333333333333,3.43875,3.67857142857143,3.75,3.29224206349206,146,3,Tepat waktu,2015,26,23
Teknik Industri,Perempuan,Bekerja,3.11666666666667,3.18285714285714,2.89,3.22,3.22333333333333,3.2525,3.71428571428571,3.75,3.29370535714286,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.30555555555556,3.21857142857143,3.22333333333333,3.46875,3.30888888888889,3.2525,3.60857142857143,4,3.42327132936508,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Tidak bekerja,3.28111111111111,3.36,3,3.22125,3.5,3.4075,3.75,3.5,3.37748263888889,146,3,Tepat waktu,2015,28,25
Teknik Industri,Laki-laki,Bekerja,3.36333333333333,3.53714285714286,3.05777777777778,3.125,3.30777777777778,3.0675,3.64285714285714,3.5,3.32517361111111,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Bekerja,3.22333333333333,3.25428571428571,3.16888888888889,2.6575,3.36222222222222,3.43875,3.57142857142857,3.5,3.27205109126984,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Tidak bekerja,3.14333333333333,3.32285714285714,3.00222222222222,2.78375,3.08666666666667,3.12875,3.5,3.5,3.18344742063492,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Bekerja,3.14,3.28571428571429,3.08666666666667,3.5325,3.64,3.65625,3.75,3.75,3.48014136904762,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Bekerja,2.94666666666667,2.93,2.80666666666667,2.87875,2.75444444444444,2.8475,3.39428571428571,3,2.94478918650794,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Tidak bekerja,3.25222222222222,3.28857142857143,3.00222222222222,3.0325,3.16888888888889,3.37625,3.64285714285714,3.75,3.31418898809524,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Tidak bekerja,3.05555555555556,3.125,2.9375,3.09375,3.27777777777778,2.875,3.46428571428571,3.75,3.19735863095238,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.19777777777778,3.28714285714286,3.19666666666667,3.065,3.28222222222222,3.3775,3.75,3.75,3.36328869047619,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Bekerja,2.97555555555556,3.14857142857143,2.78222222222222,3.18875,3.33666666666667,3.285,3.64285714285714,3.5,3.23245287698413,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Bekerja,2.75222222222222,3.14428571428571,3,3.1575,2.91888888888889,2.9725,3.60714285714286,3.5,3.13156746031746,146,3,Tepat waktu,2015,25,22
Teknik Industri,Laki-laki,Bekerja,3.22444444444444,3.39428571428571,3.27888888888889,3.50125,3.55777777777778,3.6875,3.68,3.75,3.5092683531746,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Bekerja,3.03111111111111,3.18,3.05777777777778,3.6875,3.47333333333333,3.75,3.82142857142857,3.75,3.46889384920635,146,3,Tepat waktu,2015,26,23
Teknik Industri,Perempuan,Bekerja,3.08666666666667,3.21428571428571,3.11444444444444,3.1575,3.36222222222222,3.47,3.82142857142857,4,3.40331845238095,146,3,Tepat waktu,2015,24,21
Teknik Industri,Laki-laki,Tidak bekerja,3.00444444444444,2.96714285714286,2.64,2.8175,3.11333333333333,3.1575,3.32285714285714,3,3.00284722222222,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.17,3.32285714285714,3.00333333333333,3.09625,3.14111111111111,3.5025,3.64428571428571,3.5,3.29754216269841,146,3,Tepat waktu,2015,27,24
Teknik Industri,Laki-laki,Tidak bekerja,3.22333333333333,3.14428571428571,2.89111111111111,2.87875,3.13888888888889,2.535,2.64285714285714,3.5,2.99427827380952,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Bekerja,3.05888888888889,3.35857142857143,2.89111111111111,3.18875,3.28,3.00125,3.68,3.75,3.27607142857143,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.50111111111111,3.43,3.39222222222222,3.65625,3.41777777777778,3.5625,3.75,3.75,3.55748263888889,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.28,2.75285714285714,3.08666666666667,3.00375,3.61111111111111,3.34625,3.42857142857143,3.75,3.28240079365079,146,6,Tidak tepat waktu,2015,26,20
Teknik Industri,Laki-laki,Bekerja,3.22222222222222,3.35857142857143,3.08555555555556,3.3775,3.77777777777778,3.5025,3.71428571428571,4,3.50480158730159,146,5,Tepat waktu,2015,27,22
Teknik Industri,Laki-laki,Bekerja,3.25333333333333,3.39571428571429,3.11444444444444,3.5025,3.61222222222222,3.71875,3.82142857142857,3,3.42729910714286,146,3,Tepat waktu,2015,28,25
Teknik Industri,Perempuan,Bekerja,3.44555555555556,3.53714285714286,3.25111111111111,3.37625,3.61111111111111,3.65625,3.78571428571429,3.75,3.55164186507937,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.05888888888889,3.25285714285714,2.78,3.12875,3.30666666666667,3.06625,3.32142857142857,3.75,3.20810515873016,146,3,Tepat waktu,2015,26,23
Teknik Industri,Laki-laki,Bekerja,3.08777777777778,3.18142857142857,2.86222222222222,2.4725,2.86333333333333,2.785,3.21571428571429,3,2.93349702380952,146,6,Tidak tepat waktu,2015,26,20
Teknik Industri,Laki-laki,Bekerja,3.11444444444444,3.5,3.03,3.315,3.55555555555556,3.46875,3.85714285714286,3.5,3.41761160714286,146,3,Tepat waktu,2015,32,29
Teknik Industri,Laki-laki,Tidak bekerja,2.91888888888889,3.25285714285714,2.89111111111111,3.12625,3.22444444444444,3.22,3.25285714285714,3.5,3.17330109126984,146,6,Tidak tepat waktu,2015,25,19
Teknik Industri,Perempuan,Bekerja,3.47333333333333,3.42857142857143,3.00222222222222,3.12625,3.55666666666667,3.09625,3.39571428571429,3.5,3.32237599206349,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,2.92,3.14714285714286,2.89111111111111,2.785,3.08444444444444,2.7225,3.5,3,3.0062748015873,146,6,Tidak tepat waktu,2015,26,20
Teknik Industri,Laki-laki,Bekerja,3.08777777777778,3.28857142857143,2.86444444444444,3.03375,3.08555555555556,3.25375,3.82142857142857,3.75,3.27315972222222,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,3.30666666666667,3.11142857142857,2.97333333333333,3.56375,3.50222222222222,3.2825,3.57285714285714,3.75,3.38284474206349,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Tidak bekerja,2.89333333333333,3.14714285714286,2.80666666666667,2.97375,3.25111111111111,3.16,3.39428571428571,3.75,3.17203621031746,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Bekerja,3.28,3.25,3.14111111111111,3.56375,3.52888888888889,3.09375,3.71428571428571,3.75,3.41522321428571,146,3,Tepat waktu,2015,28,25
Teknik Industri,Laki-laki,Tidak bekerja,3.02888888888889,3.21714285714286,2.78,3.095,3.58444444444444,3.71875,3.96428571428571,3.5,3.36106398809524,146,3,Tepat waktu,2015,25,22
Teknik Industri,Laki-laki,Bekerja,3.14222222222222,3.35714285714286,2.92,3.12875,3.63888888888889,3.8125,3.96428571428571,4,3.49547371031746,146,3,Tepat waktu,2015,23,20
Teknik Industri,Laki-laki,Bekerja,2.94555555555556,3.14428571428571,2.89111111111111,3.15625,3.25222222222222,3.12625,3.64285714285714,3,3.14481646825397,146,3,Tepat waktu,2015,27,24
Teknik Industri,Laki-laki,Bekerja,3.05888888888889,3.28714285714286,2.94888888888889,3.46875,3.30666666666667,3.19,3.64285714285714,3.75,3.33164930555556,146,3,Tepat waktu,2015,22,19
Teknik Industri,Laki-laki,Tidak bekerja,2.92,3.11,2.75111111111111,2.7225,2.97333333333333,2.97375,3.50142857142857,3.5,3.05651537698413,146,5,Tepat waktu,2015,25,20
Farmasi,Perempuan,Bekerja,3.44555555555556,3.625,3.315,2.97444444444444,2.91125,3.14571428571429,3.50125,3.75,3.33352678571429,146,3,Tepat waktu,2015,30,27
Farmasi,Perempuan,Bekerja,3.36222222222222,3.62625,2.94,2.44666666666667,2.845,2.96714285714286,3.72,3.5,3.17591021825397,146,3,Tepat waktu,2015,26,23
Farmasi,Perempuan,Tidak bekerja,2.94125,2.92,3.1575,2.94555555555556,2.75,3.03571428571429,3.53375,3.5,3.09797123015873,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Bekerja,3.5,3.71875,3.095,3.08666666666667,2.84625,3.21714285714286,3.875,3.75,3.38610119047619,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Tidak bekerja,2.92,3.28375,3.25125,2.94555555555556,2.8475,3.28714285714286,3.53125,4,3.2583060515873,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Tidak bekerja,3.66666666666667,3.71875,3.8125,3.72222222222222,3.75125,3.82142857142857,3.9375,4,3.80378968253968,146,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Bekerja,3.77888888888889,3.8125,3.53125,3.22555555555556,3.4075,3.60714285714286,3.90625,3.75,3.62738591269841,146,3,Tepat waktu,2015,36,33
Farmasi,Perempuan,Bekerja,2.7525,2.89333333333333,2.97,2.75444444444444,2.4425,2.96571428571429,3.62625,3.75,3.01934275793651,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Bekerja,3.39,3.53375,3.18875,2.84111111111111,2.8475,2.96714285714286,3.68875,3.75,3.27587549603175,146,3,Tepat waktu,2015,24,21
Farmasi,Perempuan,Tidak bekerja,3.30555555555556,3.59375,3.2525,3.19666666666667,3.06375,3.03714285714286,3.9375,3.75,3.39210813492064,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Bekerja,3.33333333333333,3.56375,3.5025,3.33555555555556,3.095,3.43,3.8125,3.75,3.47782986111111,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Tidak bekerja,3.11333333333333,3,3.18875,3.08666666666667,2.875,3.00285714285714,3.84375,3.75,3.23254464285714,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Tidak bekerja,3.14111111111111,3.375,3.4375,3.27888888888889,2.9375,3.39428571428571,3.8125,4,3.42209821428571,146,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Bekerja,2.91,3.00222222222222,3.03375,2.72333333333333,2.5325,3.21571428571429,3.47,3.75,3.07968998015873,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Tidak bekerja,3.61111111111111,3.75,3.8125,3.86111111111111,3.625,3.82142857142857,3.96875,4,3.80623759920635,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Bekerja,3.11444444444444,2.84625,3.25125,2.97555555555556,2.90875,3.17857142857143,3.78125,3.5,3.19450892857143,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Tidak bekerja,3.80555555555556,3.71875,3.9375,3.83333333333333,3.84375,3.89285714285714,3.96875,4,3.87506200396825,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Tidak bekerja,3.16888888888889,3.19,3.2525,3.16777777777778,3.1575,3.50142857142857,3.875,4,3.4141369047619,146,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Tidak bekerja,2.94125,3.06,2.9075,2.69555555555556,2.6275,3.10857142857143,3.41,3.75,3.06254712301587,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Bekerja,2.64222222222222,2.65625,2.8775,2.64,2.2525,2.75,3.4375,3.75,2.87574652777778,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Tidak bekerja,3.02777777777778,3.095,3.1575,2.38888888888889,2.84875,3.00142857142857,3.78125,3.75,3.1313244047619,146,4,Tepat waktu,2015,23,19
Farmasi,Perempuan,Tidak bekerja,3.06625,3.00222222222222,3.00125,2.69777777777778,2.875,3.28714285714286,3.46875,3.5,3.11229910714286,146,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Bekerja,3.09625,3.00222222222222,2.93875,2.77888888888889,2.94125,3.07428571428571,3.62625,3.75,3.1509871031746,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Tidak bekerja,2.815,2.83444444444444,2.75,2.72333333333333,2.345,2.75,3.25125,3.5,2.87112847222222,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Tidak bekerja,2.97125,2.80666666666667,2.75,2.86111111111111,2.5625,2.82142857142857,3.4075,3.75,2.99130704365079,146,3,Tepat waktu,2015,21,18
Farmasi,Perempuan,Tidak bekerja,3.19555555555556,3.03375,3.1575,3.16666666666667,2.97,3.14571428571429,3.6875,3.5,3.23208581349206,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Tidak bekerja,3.03111111111111,3.15625,3.065,2.78111111111111,2.91,3.07428571428571,3.71875,3.75,3.18581349206349,146,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Bekerja,3.17111111111111,3.4075,2.9075,2.94666666666667,2.69,3.25285714285714,3.71875,3.75,3.23054811507937,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Tidak bekerja,3.03,3.18875,2.93875,2.72444444444444,2.6925,2.96571428571429,3.4075,3.5,3.05595734126984,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Tidak bekerja,2.845,2.72222222222222,2.875,2.69444444444444,2.72,3.03571428571429,3.40875,3,2.91264136904762,146,3,Tepat waktu,2015,21,18
Farmasi,Perempuan,Tidak bekerja,3.25333333333333,2.81625,3.12875,2.97444444444444,2.75125,3.32285714285714,3.75,3.75,3.21836061507937,146,3,Tepat waktu,2015,23,20
Farmasi,Laki-laki,Tidak bekerja,3.05888888888889,3.0975,2.9075,2.61111111111111,2.6875,3.25,3.5625,3.75,3.115625,146,3,Tepat waktu,2015,21,18
Farmasi,Perempuan,Bekerja,3.55555555555556,3.50125,3.56375,3.25222222222222,3.03375,3.28857142857143,3.84375,3.75,3.47360615079365,146,3,Tepat waktu,2015,25,22
Farmasi,Perempuan,Tidak bekerja,3.22222222222222,3.0025,3.53375,3.19777777777778,2.94,3.32285714285714,3.6875,4,3.36332589285714,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Tidak bekerja,3.66666666666667,3.8125,3.8125,3.72222222222222,3.5625,3.78571428571429,3.875,4,3.7796378968254,146,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Tidak bekerja,2.83555555555556,2.80666666666667,2.97,2.75,2.47,2.96428571428571,2.845,3,2.83018849206349,148,3,Tepat waktu,2015,22,19
Farmasi,Laki-laki,Tidak bekerja,2.94777777777778,2.9375,3.0325,2.64333333333333,3.0325,3.14571428571429,3.21875,4,3.11975942460317,146,4,Tepat waktu,2015,25,21
Farmasi,Perempuan,Bekerja,2.77888888888889,3.1275,2.6875,2.67,2.625,2.71571428571429,2.97,3.5,2.8843253968254,146,3,Tepat waktu,2015,24,21
Farmasi,Perempuan,Tidak bekerja,2.61222222222222,2.875,2.84625,2.452,2.535,2.71428571428571,3.065,3.75,2.85621974206349,149,4,Tepat waktu,2015,22,18
Farmasi,Perempuan,Bekerja,3.33333333333333,3.37625,3.21875,3.25333333333333,2.845,3.10857142857143,3.6575,3.5,3.28659226190476,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Bekerja,3.61111111111111,3.9375,3.43875,3.52888888888889,3.40625,3.46428571428571,4,3.75,3.64209821428571,146,3,Tepat waktu,2015,26,23
Farmasi,Perempuan,Tidak bekerja,3.08666666666667,3.095,2.9375,2.92,2.565,3.32571428571429,3.53125,3.75,3.15139136904762,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Tidak bekerja,2.94,2.80666666666667,2.875,2.66777777777778,2.5625,2.68,3.375,3.5,2.92586805555556,146,3,Tepat waktu,2015,21,18
Farmasi,Perempuan,Tidak bekerja,3.16777777777778,2.87625,3.095,2.78111111111111,2.78625,3.10714285714286,3.12625,4,3.11747271825397,146,4,Tepat waktu,2015,25,21
Farmasi,Perempuan,Tidak bekerja,2.91888888888889,2.87875,3.2825,2.78,2.72,3.07285714285714,3.1275,3,2.97256200396825,146,3,Tepat waktu,2015,22,19
Farmasi,Perempuan,Bekerja,2.9375,2.88,2.72222222222222,2.33333333333333,2.6925,2.68142857142857,3.50125,3.75,2.93727926587302,146,3,Tepat waktu,2015,23,20
Farmasi,Perempuan,Tidak bekerja,3.63888888888889,3.53125,3.72,3.5,3.345,3.78571428571429,3.90625,4,3.6783878968254,146,3,Tepat waktu,2015,22,19
